review id,review title,review text,review rating,review do_recommend,review num_helpful,review date
77848,Decent tablet,This tablet from Amazon is decent. The performance of the tablet is de end too.,3,True,0,2016-01-06
57248,GREAT,GREAT TABLET FOR THE PRICE. KIDS LOVE IT. CANT BEAT IT.,4,True,0,2016-01-06
64651,Great device for a child.,Purchased this device for a three year old. He loves it.,4,True,0,2016-01-06
72054,Great tablet,I bought themail kindle for my daughter to use at school. It was very convenient for her. She was able to do her assignmentshe off of it.,5,True,0,2016-01-06
41154,Good tablet,I bought it for my mother for Christmas and she loved it and she has not put it down since she has gotten it,4,True,0,2016-01-06
30854,Amazon fire,This is an excellent product especially for the price,5,True,0,2016-01-06
10254,Great beginner tablet,Got this as a gift for my grandmother and loaded it with games for her. Simple to use and easy for her once my son showed her the basics.,5,True,0,2016-01-06
100057,1wasnt enough,We bought 3 of these both our sons and our granddaughter LOVE then easy to operate so far no glitches sturdy and not so expensive I have to worry about the kids breaking them and not being able to replace,5,True,0,2016-01-06
79457,Great tablet for the cost,We purchased 3 of these tablets for all of our children. They are perfect for them with little worry that they will get destroyed. Still functional for everything they do on them.,5,True,0,2016-01-06
27957,affordable tablet for my tween,I bought this to replace my granddaughter broken tablet. Cheap enough but good quality,5,True,0,2016-01-06
97160,I like the Kindle Fire. Still have alot to learn,I do like the camera. Sorry that is all I have to say.,5,True,0,2016-01-05
76560,Best one for low price,Best tab for kids with very low budget and as another good product from Amazon,4,True,0,2016-01-05
55960,Great tablet for new users,I liked that it is quick responsive and aduquate for most task the ability to add more space via Micro SD card up to 128gb is helpful.,5,True,0,2016-01-05
45660,Good Tablet,Great tablet for grandson to watch videos. Good sound and picture.,5,True,0,2016-01-05
83963,Grood,Good product. Can add apps to it. Sister loved it.,5,True,0,2016-01-06
73663,Yankee swap,We got this for the yankee swap and it was extremely popular. The person that picked it up was very happy.,4,True,0,2016-01-06
53063,great tablet for price,bought this for my wife she loves the fact she can now expand the memory to 128 gig,5,True,0,2016-01-06
81066,Good tablet for the price,Bought two for the kids. They are very happy. My only problem it that I have not been able to download movies to the SD card. I keep getting a message saying that the Kindle does not support it.,4,True,0,2016-01-06
70766,tablet,The kindle is a good tablet and would recommend to others,4,True,0,2016-01-06
50166,Great tablet,7 year old son uses with ease. Older son already had a kindle and I also own on. Very good product.,4,True,0,2016-01-05
19266,Good tablet for older person,The tablet was nice. Lots of Amazon access. It would be a good thing for someone a little older.,4,True,0,2016-01-05
36969,Excellent gift for anyone.,Great gift and excellent product for anyone. Easy to use and user friendly.,4,True,0,2016-01-05
16369,Tablet is very user freindly,I wish ir had all the free aps on Google play store. I am finding I have to pay for alot of the free ones I am use to.,4,True,0,2016-01-05
34072,Great starter tablet,This tablet was purchased for a 10 year old but anyone could benefit from it. Very easy to use. Processing speed is good for a bargain tablet. Battery lasts a long time. Overall a great starter tablet.,5,True,0,2016-01-05
72375,Christmas gift for the wife,My wifes last Kindle gave out after about 5 years so I went with the fire this time and she loves it.,5,True,0,2016-01-05
51775,Bought it as a gift for someone new to tablets,The receiver seems pleased and enjoys it. would buy.,5,True,0,2016-01-05
31175,Great reading assistant,This device really helps my daughter improve in her reading and it is very simple to use.,4,True,0,2016-01-05
10575,I like it,I like this product. I will recommend this product for friends and family. Thank you,4,True,0,2016-01-05
275,Great for Amazon,This product is a great entry level tablet. It is limited in both memory and function.,5,True,0,2016-01-05
90078,Great bought it for my niece she loves it,Easy to use and the kid friendly protector works great...,5,True,1,2016-01-05
28278,Old faithful,This was a replacement for my Son as he had one for about 4 years that just got broken .,5,True,0,2016-01-04
97481,like it very much,I received this as a Christmas present. This is great to take on a trip or to work. It is great for watching movies or reading books. It was easy to setup.,5,True,0,2016-01-04
76881,Love it,My boss recommended getting a fire because she had one and so I got one too and i love that i can read my books from my kindle app on a bigger screen than my phone.,5,True,0,2016-01-04
73984,Perfect beginner tablet,This is a great tablet for the beginner. Very light weight and easy to use.,5,True,0,2016-01-05
53384,Good for games for elderly,Great buy used instead of using smart phone for games,5,True,1,2016-01-05
32784,Great gift,This was a gift to an employee and they absolutely love it.,4,True,0,2016-01-05
88790,Love it,I got it for my nephew and he very loves it.Great,5,True,0,2016-01-04
57890,No tech dad gets techy,The kindle is light and easy to use. Was able to get up and running within 10 minutes. Easy to charge. Programs are easy to view for older eyes. Perfect starter technology for the no tech generation.,5,True,0,2016-01-04
37290,Versatile,From web searches to Kindle Books this sleek device does it all.,5,True,0,2016-01-04
75593,Purchased as a gift,I purchased it as a gift for my son and he is very pleased with it.,4,True,1,2016-01-04
34393,Great for games,Got for my grand sons for Christmas and they had a blast. Uploaded favorite games and loloaded music.,4,True,0,2016-01-04
82996,Excellent,Does everything I expected it to do. Definitely a great product for folks who want a good product with an affordable price.,5,True,0,2016-01-04
31496,Great value,I wanted a tablet that would be easy to carry for reading. This exactly meets my needs and expectations. Great tablet,4,True,0,2016-01-04
90399,Great for the price,Bought them for a 5 yr old and 7 yr old great for easy to use kid apps and learning games,5,True,0,2016-01-04
28599,Easy to use. Good functionality. Inexpensive.,I bought for my wife who is not particularly technical. She enjoys reading eBooks now and likes the form factor and library of books available.,4,True,0,2016-01-04
18299,Great tablet,Tablet was exactly what I was looking for at a very reasonable price.,5,True,0,2016-01-04
25702,Great for kids,I got it for my daughter for Christmas. I really liked the kids setting where she only had access to kid friendly apps and websites.,5,True,0,2016-01-04
5102,Great tablet at a great price,This is a great little tablet even with all the ads. Should have paid the extra money to not have the ads but still a great buy,5,True,0,2016-01-04
94905,Great item for a beginner,Got this for my mom so she can listen 2 music. Was simple to use.,5,True,0,2016-01-04
84605,Great inexpensive gift,I purchased this gift for my mom who loves to read and did not own a tablet. It was an inexpensive gift she will enjoy.,5,True,0,2016-01-04
53705,Amazon Fire,I like this Fire very much. The background is bright so reading is easy. It would have been nice to have some instructions included.,5,True,0,2016-01-04
43405,Great for teens,These are great for my teens to use at school. Now that their school uses online activities.,5,True,0,2016-01-04
71408,Great value,Very good value and easy to use. Wife loves it much better than using phone for her apps.,5,True,0,2016-01-04
9608,the most sensible tablet,Easy to download apps and nice to watch movies and my daughter loves it,3,True,0,2016-01-04
78811,great phone ans tablet,love the products I bought for xmas presents they liked them alot,5,True,0,2016-01-04
58211,NOT ENOUGH APPS,Its ok tablet but you dont have access to all the same apps that are in google play store. Also to really enjoy the tablet you should be memebr of amazon prime which I am not.,1,False,1,2016-01-04
96514,Perfect tablet,I have really enjoyed by Amazon Fire. It does everything I need and is small enough for my purse.,5,True,0,2016-01-04
65614,Great for beginner,Good Christmas gift for a small time reader. Would buy again,5,True,0,2016-01-29
55314,Good for kids,Good that it has parental control. Good for a simple tablet.,4,True,0,2016-01-29
14114,Great tablet,Great tablet for the money kids love it great sound ease to use,5,True,0,2016-01-29
3814,Worth buying,Good product to kids for playing games.sssssssssss,5,True,0,2016-01-29
83317,great buy,I love it and it is very easy to use I take it every where I go,5,True,0,2016-01-29
73017,Great my 4yr old grandson is very very happy,Great very easy to use clear picture my 4 yr old grandson is happy,5,True,0,2016-01-29
52417,great kinde,Excellent value for the money can not go wrong for the price,5,True,0,2016-01-29
42117,Great value,The fire is a good product for its price. We bought it for travel and it worked like we wanted it to. The volume was lacking though. Trying to listen to a movie an the plane was very difficult.,3,True,0,2016-01-29
31817,great for a family,Love it. Its fast..the visual is great. It has plenty of room to download games and books on it. I love the mayday feature on it because its helped is when we got stuck. My 3 year old can use it very easily as can my elderly parent. The processor is fast and that makes doing anything on it,5,True,0,2016-01-29
11217,Solid,This is a solid tablet that does everything you would want from a portable device to do,4,True,0,2016-01-29
917,Awesome tablet,Bought this for my daughter for christmas. She is an David reader and just loves her new fire.,5,True,0,2016-01-29
70120,Good tablet,I like the tablet. This is my 2 and tablet the first was a zeepad. Zeepad was a piece of you know what. I like the Fire though.,4,True,0,2016-01-29
59820,Great birthday gift.,Got it for my grandson and he really does like it.,4,True,0,2016-01-29
28920,WORTH THE MONEY.,I bought 2 of these fire tablets for my children and I now want one for myself.,4,True,0,2016-01-29
18620,Good for the kids,I wld buy this product again great pics and price is well worth it,5,True,0,2016-01-29
46623,Cool little tablet,Bought three of these during the Black Friday sale for family gifts. Everyone loved them. Cheap and fun little tablet to have.,5,True,0,2016-01-29
64326,Great budget tablet for the whole family,We purchased on of these tablets for the family during a black friday sale. my 8 year old son loves to play games on it and watch videos at home and on long car rides. My wife loves it to read books. We ended up buying a 2nd one because the use of the first was so much. we love it and cant beat the price,5,True,0,2016-01-29
54026,Good for the price,I got this for 35 dollars as part of Thanksgiving promotion. Its normal price is 50. Its a good starting level tab for basic purpose. Its not as smooth as IPAD or Galaxy note but its ok for basic browsing. I specifically got this for my 3 year old to watch Youtube and play some light games and it works perfect. I am not much used to android so I found it a bit tricky to use. It also has a slot for microSD card so that solves your memory issues.,4,True,1,2016-01-28
43726,good cheap tablet,i purchased this for my wife to read books on she enjoys it,5,True,0,2016-01-28
92329,It is fair for the price,I bought this tablet because it was a cheap alternative to use it on roadtrips and watch movies. It also is perfect for the kids to play with it without worrying to much if they break it.,5,True,0,2016-01-27
71729,great but I hate the ads,Works great but I wishI could get rid of the ads on the home screen.,4,True,0,2016-01-27
27632,Perfect starter tablet,Perfect tablet for the price. Easy to use good sound. We gave it to our 4yr old for his tablet.,4,True,1,2016-01-24
76235,Nice product,Lots of features at a great price. I would recommend this product.,5,True,0,2016-01-24
14435,great tablet,Good producti would tell a friend and family to buy,5,True,0,2016-01-23
42438,Works great,Worked as expected and can use my old docking station,4,True,0,2016-01-23
91041,Great value very functional tablet,Bought as a gift ... Great high quality tablet for the money.,5,True,0,2016-01-23
80741,excelent,first tablet for my goddaughters they love it easy to use easy setup,5,True,0,2016-01-23
